Time(s),F_x(N),F_y(N),F_z(N),T_x(Nm),T_y(Nm),T_z(Nm),P_x(m),P_y(m),P_z(m),O_x(rad),O_y(rad),O_z(rad),V_px(m/s),V_py(m/s),V_pz(m/s),V_ox(rad/s),V_oy(rad/s),V_oz(rad/s)
0.0830538272857666,0.7556065874196002,0.08132004496560082,2.5486347831419995,-0.006332553903900014,0.005270237298100006,0.0012559593375999797,0.23223036527633667,0.049319542944431305,0.7205528616905212,1.484041500505975,0.14571462804753935,-1.5795316780300082,-0.0033310504760096556,0.0028093554205430036,0.0006441726111367273,0.04571909195715437,-0.02510581479167798,-0.026838998087623505
0.0912175178527832,0.7219602513396001,0.09736477450560094,2.2439228167020002,-0.006022184108900008,0.005424461823100007,-7.87324674000036e-05,0.2322424203157425,0.04939338564872742,0.7205675840377808,1.4843651309320263,0.14501360868266724,-1.579094630669686,0.0014766654011273035,0.009045260068339125,0.0018033935924768553,0.03964266202822082,-0.08587039882481576,0.05353551273585899
0.09984660148620605,0.7155726074196002,0.12388951036560117,2.4344667686219994,-0.005513751608900014,0.0058400206531000086,0.001351770617599975,0.2322477102279663,0.04940032213926315,0.7205645442008972,1.4845200843872284,0.144957267984725,-1.5792921727449754,0.0006130329069157019,0.0008038501920260824,-0.0003522780648191639,0.01795711593313726,-0.00652916350515185,-0.022892590184685393
0.10803794860839844,0.7220225264196002,0.0788290417656008,2.243086551342,-0.006183074748900006,0.005427399433100007,0.00020836241759998562,0.2322617471218109,0.04940253868699074,0.7205566763877869,1.4845607699539782,0.14485456050309703,-1.579508103761456,0.0017136245888756294,0.00027059623948540325,-0.0009605029542742381,0.004966895694070487,-0.012538533661906139,-0.026360867542243722
0.11605310440063477,0.7235705069796,0.11802230818560085,2.4710622745619997,-0.0057163337139000065,0.005429885103100006,0.001647678332599992,0.23228061199188232,0.04940532147884369,0.7205476760864258,1.4845054645662956,0.144740097579522,-1.579753174467572,0.0023536498304479745,0.0003471912368374085,-0.0011229103456481646,-0.006900101397428088,-0.014280810821656538,-0.030575912991396028
0.12465071678161621,0.7423953740196,0.09077251246560102,2.270314105962,-0.0057364450439000075,0.005218829123100008,0.00015277379759999273,0.23229943215847015,0.04941003397107124,0.7205371856689453,1.484386406968109,0.14460561255482043,-1.5799986161351791,0.0021889991958071045,0.0005481163861235129,-0.0012201547378053854,-0.013847751318727635,-0.015642136298102332,-0.028547654480229858
0.1327197551727295,0.6875087874396001,0.13849301662560082,2.471765093322,-0.0056065122939000095,0.005592244548100009,0.00164813027259998,0.23231594264507294,0.04942008852958679,0.7205317616462708,1.484357019618495,0.1445371614255287,-1.5800321317830937,0.0020461529370050823,0.0012460665110507032,-0.0006722018673915612,-0.003641989068531584,-0.008483182998252778,-0.0041536111603399095
0.14142751693725586,0.6976017986196001,0.08289916306560079,2.2779428032619995,-0.006787205543900017,0.005581172018100006,-8.822320740000055e-05,0.2323215752840042,0.0494304858148098,0.7205256223678589,1.4842980329204318,0.14435326261016423,-1.579992115613996,0.0006468526681816937,0.0011940249979464994,-0.0007050351833091476,-0.00677403673392233,-0.021118953450658732,0.004595459795498084
0.14947199821472168,0.7317285424596,0.13101555880560112,2.5298899840619997,-0.0056192795989000125,0.0050186197031000055,0.0016646260825999776,0.23231515288352966,0.049449317157268524,0.7205235362052917,1.4843389207325746,0.144090858218478,-1.5798614028927245,-0.0007983610444266619,0.002340902018315995,-0.00025932841350286,0.005082715806333745,-0.03261918110509864,0.016248744544619914
0.1581423282623291,0.7020188810796,0.09474477292560116,2.266413017022,-0.006118560313900007,0.005461520903100006,6.905191259998113e-05,0.2322910875082016,0.04948510229587555,0.7205231189727783,1.4845764713629293,0.14381751114647626,-1.5797740133600588,-0.0027756008359456634,0.004127309849859759,-4.812187207831491e-05,0.027398106998272834,-0.03152672049401108,0.010079147181916362
0.16618609428405762,0.7273248046596,0.09721798324560116,2.5188183644819997,-0.006546547493900008,0.005524114593100006,0.0017497037875999779,0.23226314783096313,0.04951854422688484,0.7205261588096619,1.4847815991731868,0.14351002901750326,-1.5797416502114292,-0.003473457229237062,0.004157496739581481,0.00037791214654099234,0.025501464078317347,-0.03822614036042315,0.00402338264716076
0.17423081398010254,0.7258213062996,0.08885977786560083,2.1982707348419996,-0.005867733613900007,0.0050134223931000066,2.4874777599977714e-05,0.23223257064819336,0.049551475793123245,0.7205317616462708,1.4849890698881767,0.14319082402445893,-1.5797975569787528,-0.0038009009543002784,0.004093562918617746,0.0006964613834390374,0.025789676064405787,-0.03967882102856407,-0.006949498482970615
0.18294095993041992,0.7392415860396,0.10896128404560106,2.481275387682,-0.006295607808900005,0.005508409678100006,0.0015650862975999877,0.23220986127853394,0.0495765246450901,0.7205418944358826,1.4851837809083286,0.14289623111432734,-1.5798549976417606,-0.0026072318178085568,0.002875824596939753,0.0011633317822242904,0.02235450717617416,-0.03382181100201391,-0.0065946843296858845
0.19103264808654785,0.7138778355996,0.11114091184560101,2.243998436442,-0.006047040808900008,0.005480954323100007,2.860328259999712e-05,0.2321850210428238,0.04959500581026077,0.7205538749694824,1.4854740208403976,0.14263317341999468,-1.5798732755817417,-0.0030698458999970537,0.002283969032676272,0.0014805975426500485,0.03586889737578442,-0.03250961842040851,-0.002258853730943875
0.19969749450683594,0.7400022316596001,0.10103010778560115,2.5154999923619994,-0.005589564543900011,0.005569760533100008,0.001298893637599985,0.23215802013874054,0.04961354285478592,0.7205690145492554,1.4857478097258796,0.14245718372232277,-1.5798984827371862,-0.0031161434113859614,0.00213933907492502,0.0017472415595850646,0.031597661655140476,-0.020310769416505885,-0.0029091289356839634
0.20782852172851562,0.7101591236796,0.09587017258560092,2.2347817246019996,-0.005893946133900008,0.005691445378100008,0.00017469288759999584,0.23213616013526917,0.049622680991888046,0.7205813527107239,1.4859586888687597,0.1422409454598609,-1.58000770260144,-0.0026884676284306824,0.0011238601043865822,0.001517417311752287,0.025935117068336528,-0.026594212092330854,-0.013432480457403577
0.21646547317504883,0.7155592627596,0.11038916266560111,2.4805592242619996,-0.005997553378900015,0.0059675807181000075,0.0014605751725999805,0.2321302741765976,0.04961748048663139,0.7205826640129089,1.4861221239245672,0.14216052919555713,-1.580071183357766,-0.0006814856732733395,-0.0006021227847402418,0.00015182465632418706,0.018922771167495245,-0.009310723210798125,-0.0073499031132665555
0.22452116012573242,0.7381161863796,0.09845014018560104,2.211615394842,-0.005800394553900015,0.005585578433100008,0.00013593903259999786,0.2321394830942154,0.04960421845316887,0.7205750942230225,1.4861749528949157,0.14225579704993788,-1.5801097241060913,0.0011431573339647212,-0.0016462945424411033,-0.000939682727595596,0.006557972109882637,0.0118261614389892,-0.004784290720475479
0.23264575004577637,0.7076681204796,0.09973122754560083,2.494766838942,-0.00587349584890001,0.005574618888100007,0.001504639322599993,0.23216195404529572,0.0495929978787899,0.7205617427825928,1.4861006325679182,0.14214481328222484,-1.5801690269471724,0.0027657951110719842,-0.00138106347389735,-0.0016433371482231418,-0.009147578859844688,-0.01366023009225808,-0.007299179609647513
0.24132657051086426,0.7097943696396002,0.09297882958560075,2.229301517562,-0.005977442048900014,0.004975120478100006,-4.3255177400012023e-05,0.23219172656536102,0.049590643495321274,0.7205473184585571,1.4859927593511513,0.14221796890436322,-1.5801353281144725,0.0034296896457017305,-0.00027121669870914584,-0.001661631419939577,-0.012426615341350875,0.008427270490456698,0.0038819870581828413
0.24943923950195312,0.7116003469596,0.11374312054560078,2.4941885703419993,-0.005533862938900015,0.004904052913100007,0.0013690573225999829,0.23221825063228607,0.04959741234779358,0.7205344438552856,1.4858102594194458,0.14218977780191566,-1.5799480800234413,0.003269462485673142,0.0008343558056837217,-0.001586975049225615,-0.022495670895232515,-0.0034749479460491855,0.023080947988496598
0.258197546005249,0.6939498099996001,0.0905901354456012,2.2142353964219996,-0.005998457258900016,0.005701614028100008,2.250209259999729e-05,0.2322380542755127,0.049613721668720245,0.7205275297164917,1.4856640234917653,0.14195715176592713,-1.5797401341686235,0.0022611269906084117,0.0018621546209337144,-0.0007894378657955628,-0.01669682690660021,-0.026560618300009272,0.023742701256186546
0.2661707401275635,0.6994077759396,0.10870328728560104,2.565288918821999,-0.00652259467390001,0.005629981538100006,0.0014696139725999895,0.23225130140781403,0.04963851720094681,0.7205294370651245,1.4856526689619571,0.14187942454501623,-1.5796431698852493,0.0016614586448178937,0.003109861850367801,0.0002392201423359847,-0.0014240879670022104,-0.00974856747728823,0.012161284660405074
0.2749156951904297,0.7302472851996001,0.08455390090560096,2.263610638421999,-0.006147145518900014,0.005607949463100009,0.000466985082599984,0.23225854337215424,0.049660611897706985,0.7205367088317871,1.4855554874851205,0.14158926908882624,-1.5795402901849256,0.0008281305379099757,0.002526564928160528,0.0008315384825104284,-0.011112861774366989,-0.033179753824245345,0.011764463005716598
0.28307604789733887,0.7195760054196002,0.10663931320560095,2.532692362661999,-0.006182848778900012,0.0055079577381000056,0.0016154776075999818,0.23226594924926758,0.04967958480119705,0.7205508947372437,1.4854624050804086,0.14139084292132847,-1.579592262939224,0.0009075437520086482,0.0023250102258450932,0.0017383936658193825,-0.011406664399815834,-0.024315881264515,-0.006368934795485512
0.29110121726989746,0.7058043162995999,0.06969239788560079,2.276884126902,-0.00668924754890001,0.0056504318231000075,-8.585052240002013e-05,0.23226366937160492,0.04969310015439987,0.7205682396888733,1.4854683989495476,0.14124314051129122,-1.5796940072470087,-0.0002840909090909091,0.0016841206179441473,0.002161319073083779,0.0007468838177442073,-0.018404896293193505,-0.012678150835364561
0.2998194694519043,0.7193358015396002,0.13370673190560098,2.533702108602,-0.006163076403900008,0.005367743353100007,0.001506786037599992,0.23226068913936615,0.049704115837812424,0.7205838561058044,1.48547477705807,0.14098248472148225,-1.5797294745032815,-0.0003418382694779446,0.0012635197035578527,0.0017912325320644296,0.0007315811001207122,-0.02989771164763061,-0.004068161316323369
0.30797743797302246,0.7224851412996002,0.10225336828560076,2.2391988070619995,-0.005343822168900007,0.005297692653100005,0.0001893809375999917,0.23225826025009155,0.04970840737223625,0.7205917835235596,1.4855077627687627,0.14088172651787692,-1.579814402741131,-0.00029773212146009295,0.0005260543004939065,0.0009717391939679106,0.004043373127423592,-0.012350893895276157,-0.010410464030303204
0.3166158199310303,0.7237484357796001,0.1058475300456009,2.509379241642,-0.005974617423900008,0.005860357953100007,0.0015410204925999857,0.23226255178451538,0.04971279576420784,0.7205931544303894,1.4854929720800936,0.1408152422830317,-1.5800200905379274,0.0004967984102450873,0.000508010874365202,0.00015869949216162509,-0.0017122059132211646,-0.007696375914890057,-0.0238109171134466
0.32472658157348633,0.7303940764596001,0.09437112244560078,2.225160224742,-0.00562617168390001,0.0056978855231000075,0.00021514151759997985,0.23227617144584656,0.04971049353480339,0.7205870151519775,1.485419731929609,0.14084772050718775,-1.5802804591629631,0.001679208677503748,-0.00028384873159116965,-0.0007569299509097857,-0.009029996652992632,0.004004337149553123,-0.032101624546928845
0.3327493667602539,0.7196827626996001,0.12956988730560104,2.508694215762,-0.005624363923900008,0.005376895138100007,0.0014768450125999966,0.23229941725730896,0.04971257969737053,0.7205750346183777,1.4852129420249542,0.14088415473297883,-1.5805570917318261,0.002897473997028232,0.0002600297176820208,-0.0014933135215453195,-0.025775326129359042,0.004541343803044248,-0.03448086449071034
0.3414497375488281,0.7261771638996001,0.08952701086560075,2.2794418534019996,-0.005956200868900017,0.005053306098100006,0.00015040111259998724,0.23232997953891754,0.049719471484422684,0.7205684185028076,1.4849835507276226,0.14069920501954933,-1.5805117636746397,0.0035127562205414884,0.0007921256713800285,-0.0007604406445248273,-0.02636569209589678,-0.021257681761377958,0.005209899473009249
0.35007810592651367,0.7076948097996,0.10436627278560077,2.4939706075619994,-0.005835758858900016,0.005569760533100008,0.0016501640025999881,0.23235248029232025,0.04972640052437782,0.7205622792243958,1.4848057773773828,0.14059298925648095,-1.5804583891797488,0.0026077645758496824,0.0008030533296490743,-0.0007115225200331584,-0.02060335656269277,-0.012310063550725468,0.006185931401467761
0.3582026958465576,0.7020188810796,0.09918854470560103,2.2504705965419998,-0.006007157103900014,0.005414971083100007,0.00021276883259999942,0.23236949741840363,0.04974372312426567,0.72055983543396,1.4846534265184015,0.1404350842319077,-1.5802919282577643,0.002094521231329049,0.002132119904921208,-0.00030078938873727147,-0.018751821381839017,-0.019435445496600767,0.02048853217487287
0.36620068550109863,0.7154302643796,0.12616255078560085,2.5250636653619996,-0.006010885608900009,0.005192842573100007,0.001617850292599987,0.23237662017345428,0.04976566880941391,0.7205657362937927,1.4845396669690814,0.1401725367496766,-1.5802590499841065,0.0008905681750432243,0.002743900166934955,0.0007377928814165624,-0.014223517938104205,-0.03282668440087613,0.004110817227572343
0.37425827980041504,0.6899953424196,0.11646987940560115,2.221294721562,-0.005779944268900016,0.005809288733100006,-4.5175922400004536e-05,0.23237846791744232,0.049799397587776184,0.7205736637115479,1.484533173305755,0.13984403128167583,-1.5801885245872291,0.00022931707894425376,0.004185961356373535,0.000983844241922121,-0.0008059059671124212,-0.0407696709213386,0.008752661682573859
0.38298845291137695,0.7152211980396002,0.13447627396560088,2.5645460660820003,-0.006300805118900017,0.004975911373100007,0.0014759411325999958,0.23237518966197968,0.049842845648527145,0.7205870151519775,1.4845252053651836,0.13933188392090476,-1.580281487264841,-0.000375508643526231,0.004976769669825491,0.0015293442936341044,-0.0009126898711018479,-0.05866405559908084,-0.010648434622115628
0.3911426067352295,0.7260526137396,0.12161646994560099,2.241071507682,-0.005602896773900005,0.004995909718100008,0.0001842966125999835,0.23237144947052002,0.04988453909754753,0.7205994129180908,1.484541612484521,0.1389122644825538,-1.5803727601536723,-0.000458685418555013,0.005113154586123212,0.0015204233794333499,0.0020121179575218777,-0.051460819530222454,-0.011193422493990905
0.3997325897216797,0.7195448678796,0.14756738542560102,2.4780103942019998,-0.0054644901489000145,0.0052807449031000075,0.001617850292599987,0.2323579341173172,0.04992632940411568,0.7206141948699951,1.4846984123695008,0.1384922937753754,-1.580576613068875,-0.0015733853284853867,0.004865004579644176,0.0017208359932276776,0.018253806233049348,-0.04889074959064282,-0.023731469029007045
0.40778112411499023,0.7297401881196001,0.1104914717256011,2.2446300836820003,-0.006123305683900005,0.005221992703100008,-8.054022740000541e-05,0.23233969509601593,0.049976278096437454,0.7206244468688965,1.4848572617952571,0.1375355802677944,-1.5806794083504359,-0.002266129510042064,0.006205936370638071,0.0012737721428994608,0.01973644119459886,-0.1188680399224193,-0.012771925488236937
0.41649413108825684,0.7234504050396,0.1293074423256009,2.495932272582,-0.00612782508390001,0.006057968718100007,0.001496504402599985,0.23231592774391174,0.050017692148685455,0.7206360697746277,1.4851283610494923,0.13704465482414074,-1.5808542719199445,-0.002727801340812697,0.00475312970310576,0.0013339718155698454,0.031114316224809268,-0.056343974607148906,-0.020069256233262174
0.42463040351867676,0.7420795503996,0.10017160132560116,2.233060263462,-0.006008399938900013,0.005414293173100006,0.0005356799625999774,0.23228979110717773,0.05005398765206337,0.7206414341926575,1.4853918118418912,0.13663575163266156,-1.581167686120042,-0.0032123600773603703,0.004460949862275098,0.0006593213385688332,0.032379789965473194,-0.05025682153296309,-0.038520612820899094
0.43262362480163574,0.7236995053596,0.11090960440560078,2.5013502045419997,-0.006076190938900005,0.006021022623100007,0.0017899264475999806,0.23226360976696014,0.05008282884955406,0.7206427454948425,1.4856687010314906,0.1362461621794734,-1.5815467926658187,-0.0032754429398079103,0.0036082070631748495,0.0001640517807075106,0.03464050096920987,-0.04873998096596277,-0.047428506275033686
0.4413416385650635,0.7137088032396001,0.09246728428560086,2.260372334262,-0.006566884793900016,0.005524340563100007,0.00020271316759999878,0.23223340511322021,0.05011000484228134,0.7206394076347351,1.4859492294845726,0.13587391490062514,-1.58163229043511,-0.00346462560848876,0.003117222966690368,-0.00038286933216649346,0.03217802365245644,-0.04269863399503403,-0.00980702389460761
0.45047736167907715,0.7394150666196,0.09498052858560102,2.504254892202,-0.006202282198900006,0.005396667513100008,0.0012472594925999928,0.2322055846452713,0.05015041306614876,0.7206301093101501,1.486289510311408,0.13557049535816862,-1.5815838920593128,-0.0030452398350644607,0.004423100762043948,-0.001017798423717313,0.037247278905966116,-0.03321242759547904,0.005297706070255885
0.4580879211425781,0.7261371299196,0.07221009040560109,2.258054811642,-0.006172002218900014,0.005442652408100006,0.00010362532259999688,0.23218010365962982,0.05019698664546013,0.72061687707901,1.486594912896617,0.13519390433284306,-1.5815481050648348,-0.003348109395069077,0.006119599949876257,-0.0017386673349832399,0.0401287956126759,-0.04948269928533203,0.004702281698167692
0.4661259651184082,0.7036825153595999,0.09843679552560114,2.4875340332219995,-0.005956426838900011,0.005903857178100006,0.001536162137599984,0.232156440615654,0.05024132877588272,0.7206054329872131,1.4868655829531432,0.13486923387906996,-1.5814338431941903,-0.0029438808803464436,0.005516532449427538,-0.0014237408791599928,0.0336736222568756,-0.0403917240001879,0.014215133804695333
0.47423529624938965,0.7061201399196002,0.08815695910560087,2.227428816942,-0.005883777483900017,0.005517109523100005,0.00017412796259999214,0.23213303089141846,0.05028172582387924,0.720599353313446,1.4871349853147309,0.13445643533655846,-1.581264738731403,-0.0028867638843971424,0.004981551171610855,-0.0007497133448975392,0.03322128018159662,-0.05090414188840015,0.020853071610473114
0.4830944538116455,0.7358920763796,0.10300511746560115,2.5686918071219997,-0.006085342723900006,0.005548745323100006,0.0015901689675999816,0.2321149855852127,0.05030817911028862,0.720600426197052,1.48738990539867,0.1341234384051394,-1.5811183200191883,-0.002036909952096453,0.002985982157274342,0.00012110447279186178,0.028774754500960075,-0.03758787775011218,0.016527385497518365
0.4910755157470703,0.7340282721996002,0.07723657900560094,2.2283985289020003,-0.0061236446389000155,0.005544451893100008,2.4874777599977714e-05,0.2320675253868103,0.050298888236284256,0.7206068634986877,1.487609973610003,0.13355357217580657,-1.5818437492600124,-0.005946601941747572,-0.0011641150112023898,0.000806572068707991,0.02757380071893902,-0.07140230635266968,-0.09089382424213331
0.49990415573120117,0.7515853965396001,0.1203531754656012,2.516692115322,-0.005851463773900016,0.005199282718100008,0.0014028398375999886,0.23204906284809113,0.050311651080846786,0.7206200957298279,1.487868985359054,0.13322279693103994,-1.5819466597358285,-0.0020912098298676747,0.001445618417499325,0.00149878476910613,0.029337672565269198,-0.0374661607406333,-0.011656435872467102
0.5078718662261963,0.7418304500796001,0.08047488316560121,2.244741289182,-0.006237420533900013,0.0051389487281000065,-0.00015364152240001267,0.2320278137922287,0.05031607672572136,0.7206372618675232,1.4880838814231452,0.13308352041410554,-1.5820129728472692,-0.0026668960770818997,0.0005554474999251922,0.002154463030012867,0.02697086750655308,-0.017480117660134818,-0.008322731038273645
0.5180323123931885,0.7393483433196001,0.10749781966560094,2.5491730177619996,-0.006317752868900015,0.005005061503100008,0.001364763892599985,0.23200885951519012,0.050312649458646774,0.7206618189811707,1.4883045825596373,0.1328485991818611,-1.5819475076678342,-0.0018654965271259621,-0.00033731462361554344,0.0024169326074713724,0.021721598920435965,-0.023121153183963874,0.006443140228194666
0.5246336460113525,0.7380983934996002,0.10570963522560088,2.271368334102,-0.005890895538900008,0.0049859670381000075,0.00022214658759998058,0.23198556900024414,0.05031884089112282,0.7206860780715942,1.4885874194565485,0.13269510760941408,-1.5818257328204364,-0.0035281529904651835,0.0009379063132042762,0.0036748772031204853,0.04284541780057497,-0.02325160055911559,0.01844700699003682
0.5326747894287109,0.7113067644396002,0.1341604503456012,2.4892643908019996,-0.005932135063900015,0.005567726803100006,0.0012830757375999816,0.23195092380046844,0.05035022646188736,0.7207124829292297,1.4889121710194833,0.13246115036165146,-1.581802662795252,-0.004308491712870993,0.0039031228689180774,0.0032837192753580216,0.040386241866265674,-0.029095022389176623,0.0028689980997755635
0.5413398742675781,0.7261549227995999,0.0909370966056008,2.250070256742,-0.005939592073900016,0.0054785816381000075,3.3461637599998844e-05,0.23190802335739136,0.05039035901427269,0.7207309603691101,1.4892152177999094,0.13213585931067015,-1.5818014443147541,-0.00495095476557341,0.0046315244607087825,0.0021324014968082763,0.0349733194840548,-0.03754043463281707,0.00014061956928197099
0.5494773387908936,0.7236149891796,0.12263066410560101,2.4788066255819996,-0.005605608413900009,0.005389775428100007,0.001470630837599981,0.23187220096588135,0.05046290531754494,0.7207474112510681,1.4894886569359311,0.13163005986794457,-1.5816102661890465,-0.004402156397409979,0.008915099176701533,0.002021622571855498,0.0336024980801181,-0.0621568845278975,0.02349357409298766
0.5580933094024658,0.7223072124996,0.08821478596560105,2.210369893242,-0.005526631898900008,0.005345485308100006,0.00017909930259998457,0.23185063898563385,0.0504857562482357,0.7207470536231995,1.4896577016417334,0.131612836170782,-1.5816110555323724,-0.0025025596325197854,0.0026521597764126406,-4.150755437489623e-05,0.019619925998263045,-0.0019990431651922187,-9.161397611466802e-05
0.5661911964416504,0.7317463353396,0.10399707052560102,2.5163229130619995,-0.0057736171089000105,0.005247979253100006,0.001440915782599992,0.23184476792812347,0.05049525946378708,0.7207464575767517,1.4897247448713553,0.13156710744764044,-1.5817858045498943,-0.0007250110407772707,0.0011735426174002649,-7.360518180479906e-05,0.008279101609778995,-0.005646994446859314,-0.021579582016434135
0.5743007659912109,0.7095497175396001,0.11058933256560095,2.237704205142,-0.006112233153900013,0.004793327613100006,-8.116842400017652e-06,0.23184055089950562,0.050508398562669754,0.7207445502281189,1.489670854655362,0.13150487728036575,-1.5820323171733708,-0.000520006467924972,0.0016201968307167638,-0.00023519727171164814,-0.006645262200895049,-0.007673670827332971,-0.03039774453748696
0.5830016136169434,0.7038960299196002,0.12092699584560092,2.538132535722,-0.005705826108900005,0.005596537978100007,0.0016262111825999768,0.23184305429458618,0.050518035888671875,0.7207441329956055,1.4896556082657593,0.1314280637052549,-1.5822460245190653,0.0002877185290732723,0.0011076307064174934,-4.795308817887872e-05,-0.0017522878527062302,-0.008828286440011148,-0.024561669723125505
0.5910487174987793,0.7139712482196,0.1010390042256009,2.251017727602,-0.005918011938900011,0.005192729588100007,-3.7944882400022396e-05,0.2318558394908905,0.05052566900849342,0.7207462191581726,1.4895808629244878,0.13139384407789448,-1.5824938595856053,0.0015887947380895948,0.0009485549004503437,0.0002592438966579758,-0.009288477242131136,-0.004252415261800801,-0.030798044884128177
0.5998656749725342,0.7154569536996,0.12212801524560088,2.494886940882,-0.005896770758900014,0.005366500518100009,0.0015766107675999929,0.2318793535232544,0.05050656944513321,0.7207419872283936,1.4894617328116753,0.1315718083843871,-1.5828069362412458,0.002666910034882778,-0.0021662306319461346,-0.00047997620399664695,-0.013511476398419148,0.020184321748443455,-0.03550846837726432
0.6077733039855957,0.7018142629596,0.10873442482560094,2.176065220602,-0.005764804278900007,0.005583996643100006,5.481580259999825e-05,0.23189406096935272,0.050523802638053894,0.720750629901886,1.4893446025321828,0.13108678688639117,-1.5831845391767883,0.0018599059305936625,0.00217931226821841,0.0010929538396599028,-0.014812313437944376,-0.06133589438689956,-0.04775172620247402
0.616469144821167,0.7194781445796001,0.13828839850560087,2.5479719983619997,-0.005984334133900011,0.005284021468100007,0.0014415936925999866,0.23190583288669586,0.050513871014118195,0.7207534313201904,1.489301042674897,0.13130561225655396,-1.5835253460259784,0.0013537411235708607,-0.0011421119732404792,0.00032215611548268584,-0.005009274906193474,0.025164371600232837,-0.039191937345038126
0.624751091003418,0.7259903386596002,0.0954297988056011,2.243024276262,-0.006114379868900012,0.005513494003100008,0.00017265915759998753,0.23189973831176758,0.0505378358066082,0.720766544342041,1.4894090214892484,0.1310608632729568,-1.5841257657569163,-0.0007358868065751216,0.002893618475976624,0.0015833261363963496,0.013037855109809503,-0.0295521098798838,-0.07249742001761596
0.6333534717559814,0.7273114599996001,0.134084830605601,2.442998454582,-0.005639729883900011,0.005437455098100007,0.0012796861875999845,0.2318771928548813,0.050594545900821686,0.7207891941070557,1.4896435278840938,0.1305284671144847,-1.5847408610834668,-0.0026208392228596767,0.006592372024056983,0.0026329647182727752,0.027260638838332667,-0.061889397108287156,-0.07150291811568178
