0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157087,0.999699,0.0183368,0,0.996532,-0.0141571,-0.081879,0,-0.0815963,0.0195598,-0.996474,0,0.445227,-0.0114594,0.0593368,1,0.498209,-28.75,0.374338,13.0024,0.0818467,1.91328,-0.129807,92.535,39.5143,-45.9643,82.3977,8.02732,-7.00521,21.1515,-0.0368596,0.293784,0.00944074,-2.51173,0.035827,2.72305,-0.831485,-0.00287237,7.27582e-05,-0.00160411,-0.000720284,-3.4844e-06,9.89397e-05,-0.00016996,
0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01606,0.999694,0.018289,0,0.996525,-0.0145107,-0.0819045,0,-0.0816156,0.0195412,-0.996472,0,0.445215,-0.0116279,0.0593272,1,0.684672,-28.9761,0.671885,13.0381,0.0818467,1.94075,-0.155442,-208.013,-119.119,-21.3952,-32.5429,2.75882,12.5746,2.06974,-0.0370529,0.293803,0.00927696,-2.51173,0.0358248,2.72305,-0.831482,-0.00233675,0.00141855,-0.00452972,0.000715124,-5.94334e-05,-0.000280823,0.00132245,
0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160949,0.999694,0.0182669,0,0.996524,-0.0145472,-0.0819117,0,-0.0816225,0.0195221,-0.996472,0,0.445206,-0.0116508,0.0593304,1,0.311747,-28.6746,0.374338,13.0777,0.0763536,1.94807,-0.0959325,-87.368,96.6574,-123.602,-7.97133,-10.2024,23.9101,-17.9572,-0.0370157,0.293779,0.00919851,-2.51175,0.0358255,2.72304,-0.831485,0.00592759,-0.00041913,0.00696815,-0.00113344,0.000394766,-0.000375343,-0.000924681,
0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155776,0.999701,0.0183499,0,0.996532,-0.0140249,-0.0818995,0,-0.0816192,0.0195624,-0.996472,0,0.445219,-0.0113991,0.0593305,1,0.0142004,-28.8253,0.037119,12.9309,0.0882554,1.88582,-0.103257,56.1947,-12.3244,-59.1041,-135.977,16.0672,-11.0416,-33.3038,-0.0367791,0.293789,0.00948863,-2.51174,0.0358232,2.72305,-0.831486,0.00493788,0.00499169,0.0107957,0.000272106,-0.000457921,-5.88131e-05,-0.000190297,
0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155354,0.999701,0.0183655,0,0.996533,-0.0139817,-0.0818987,0,-0.081619,0.0195746,-0.996471,0,0.445219,-0.0113765,0.059331,1,0.200663,-28.75,0.263254,13.0024,0.0763536,1.88582,-0.0831151,-115.307,15.6211,86.3943,52.9167,-13.5937,-17.5359,23.3548,-0.0367876,0.293787,0.00954062,-2.51174,0.0358245,2.72305,-0.831488,0.000830627,-0.00148302,0.000380575,-0.00066998,0.000274575,0.000252953,-0.00243289,
0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015609,0.9997,0.018358,0,0.996532,-0.0140558,-0.0818913,0,-0.0816103,0.019573,-0.996472,0,0.445221,-0.0114107,0.0593349,1,0.236368,-28.7143,0.223581,12.9309,0.0763536,1.91328,-0.0767064,42.9306,-191.862,-21.8518,-160.038,-2.5791,20.4729,56.0299,-0.0368304,0.29378,0.00951087,-2.51174,0.0358279,2.72304,-0.831489,-0.0013181,0.00267589,0.000343027,0.000804458,7.1139e-05,-0.000141607,-0.00148074,
0.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01567,0.999699,0.0183533,0,0.996529,-0.0141164,-0.081918,0,-0.0816358,0.0195736,-0.99647,0,0.44521,-0.0114349,0.0593251,1,0.458536,-28.8611,0.374338,13.0777,0.0763536,1.91969,-0.122483,38.3735,-58.2364,-115.372,255.796,-0.847404,5.52265,28.5375,-0.0368674,0.293795,0.00949507,-2.51175,0.035828,2.72304,-0.831481,-0.00430415,0.000978112,0.000550627,-0.00161418,9.64143e-05,-0.000270693,0.000543661,
0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157875,0.999698,0.0183254,0,0.996528,-0.0142359,-0.0819145,0,-0.0816305,0.0195554,-0.996471,0,0.445211,-0.0114953,0.0593272,1,0.387125,-28.8253,0.410044,13.0024,0.0882554,1.94075,-0.116074,-1.17503,43.7332,30.1624,-11.0823,23.4082,-3.69451,19.8523,-0.0368938,0.293792,0.00939882,-2.51175,0.0358278,2.72304,-0.831481,0.000815883,-0.000619718,-0.000840339,0.00197451,-0.000265491,-5.98523e-05,-0.000649915,
0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157048,0.999699,0.0183346,0,0.996529,-0.0141527,-0.0819147,0,-0.0816321,0.0195578,-0.996471,0,0.445212,-0.0114548,0.0593271,1,0.125284,-28.8253,0.223581,12.9667,0.0882554,1.94075,-0.169175,-146.496,-21.8495,80.3794,-171.424,8.40326,33.3364,-33.205,-0.0368467,0.293792,0.00943743,-2.51175,0.035823,2.72304,-0.831476,0.00319174,-0.000233812,-0.000907479,-0.00493174,-0.000346418,-0.000183236,0.00216492,
0.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157674,0.999698,0.0183292,0,0.996528,-0.0142155,-0.081916,0,-0.0816322,0.0195575,-0.996471,0,0.44521,-0.0114993,0.0593256,1,0.609293,-28.8611,0.449717,13.0381,0.112059,1.91328,0.0954127,80.672,-17.5852,-21.818,72.2327,6.94624,15.7961,76.4592,-0.0369121,0.293795,0.00940709,-2.51175,0.0358251,2.72304,-0.83151,-0.00653592,-0.00053946,-0.00150292,-0.00125021,-0.000805586,0.000447843,-0.0051664,
