0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031861,0.999298,0.0192281,0,0.996553,0.0332336,-0.0758795,0,-0.0764667,0.0167446,-0.996932,0,0.4904,0.00804855,0.0746828,1,-0.545187,-33.4036,-0.637319,15.5256,0.293334,2.62465,0.148513,38.7721,75.2942,96.9273,72.1598,-17.2864,11.56,87.8571,0.0292917,0.334844,-0.0137513,-2.37039,0.0458386,2.62848,-0.842671,0.000538846,-0.000406577,-0.000917582,-0.000948982,0.00555005,1.8043e-05,-0.00256491,
0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318522,0.999298,0.0192275,0,0.996553,0.0332248,-0.075884,0,-0.076471,0.0167444,-0.996931,0,0.4904,0.00804894,0.0746804,1,-0.580892,-33.5147,-0.637319,15.4541,0.293334,2.63838,0.069778,-123.038,-113.259,-64.2737,-32.1049,-12.0798,21.6283,-9.95845,0.0292919,0.334852,-0.0137507,-2.37039,0.0458382,2.62848,-0.842661,0.00208484,0.00173092,-0.000639492,0.000606457,0.000195617,-0.000351759,0.00011032,
0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318674,0.999297,0.0192291,0,0.996553,0.0332399,-0.0758778,0,-0.0764651,0.0167451,-0.996932,0,0.490401,0.00805131,0.0746835,1,-0.545187,-33.4036,-0.676992,15.4898,0.305235,2.63197,0.148513,4.1555,-80.755,-54.7517,8.86508,11.2053,6.53719,152.662,0.0292918,0.334844,-0.0137463,-2.37039,0.0458369,2.62848,-0.842671,-6.22743e-05,0.000568288,0.000318446,-0.000198181,-9.92857e-05,-0.000296582,-0.00124287,
0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031859,0.999298,0.0192287,0,0.996553,0.0332316,-0.0758829,0,-0.0764701,0.0167452,-0.996931,0,0.490399,0.00805156,0.0746815,1,-0.545187,-33.4393,-0.637319,15.5256,0.286925,2.63197,0.0825953,-6.04363,42.3478,39.7889,-55.0273,-22.7857,3.49417,14.7402,0.0292947,0.334847,-0.0137484,-2.37039,0.0458389,2.62848,-0.842663,-0.000161206,-0.00111904,-0.000768729,-0.00165132,0.000522434,-0.000234987,0.000455425,
0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318528,0.999298,0.0192301,0,0.996553,0.0332257,-0.0758875,0,-0.0764747,0.0167469,-0.996931,0,0.490397,0.00805216,0.0746794,1,-0.505514,-33.479,-0.676992,15.5256,0.299742,2.62465,0.0359034,83.761,-70.6134,47.7209,57.7834,-15.1183,-12.0403,-56.4209,0.0292926,0.33485,-0.0137455,-2.3704,0.0458407,2.62848,-0.842658,-0.000940486,0.000123428,0.00272697,-0.00606845,0.00949164,0.00189221,0.00196129,
0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318561,0.999298,0.0192295,0,0.996553,0.0332289,-0.0758897,0,-0.0764769,0.0167459,-0.996931,0,0.490397,0.00805081,0.0746788,1,-0.505514,-33.5147,-0.676992,15.5256,0.293334,2.6457,0.069778,117.744,-168.185,21.6508,-9.14587,-19.7738,21.5499,3.5787,0.0292898,0.334852,-0.0137453,-2.37039,0.0458383,2.62848,-0.842662,-0.00143213,0.000777148,0.000159678,-0.000566122,0.000259958,-0.000335069,0.00128847,
0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318662,0.999298,0.0192291,0,0.996553,0.0332388,-0.0758789,0,-0.0764662,0.0167452,-0.996932,0,0.4904,0.00805226,0.0746828,1,-0.545187,-33.4036,-0.676992,15.5256,0.305235,2.61824,0.121963,59.1999,110.866,7.78828,32.5202,22.8378,-9.91876,21.2764,0.0292929,0.334844,-0.0137455,-2.37039,0.0458369,2.62848,-0.842668,0.00261898,-0.00114994,-0.000262916,-0.000369765,-0.00033437,0.000486014,-0.000598832,
0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031862,0.999298,0.0192297,0,0.996553,0.0332346,-0.0758788,0,-0.0764661,0.0167461,-0.996932,0,0.490401,0.00805542,0.074683,1,-0.545187,-33.4393,-0.676992,15.4541,0.299742,2.63838,0.0359034,13.0264,-22.9635,4.57561,-26.4297,-6.46382,35.6123,-30.9605,0.0292957,0.334847,-0.0137423,-2.37039,0.0458375,2.62848,-0.842658,-0.000474407,4.2191e-05,2.2496e-06,0.000552593,0.000274387,-4.94977e-05,0.00119959,
0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318647,0.999298,0.0192302,0,0.996553,0.0332375,-0.075883,0,-0.0764704,0.0167462,-0.996931,0,0.4904,0.00805526,0.074681,1,-0.545187,-33.479,-0.676992,15.4898,0.293334,2.63197,0.069778,-18.925,-16.4749,19.0742,18.0758,16.5752,-28.7628,-26.22,0.0292957,0.334849,-0.0137426,-2.37039,0.0458382,2.62848,-0.842662,0.00022615,0.000332639,0.000121783,-0.00257144,-0.000194514,0.000266827,0.00187116,
0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318599,0.999298,0.0192293,0,0.996553,0.0332327,-0.07589,0,-0.0764772,0.0167455,-0.996931,0,0.490397,0.00805076,0.0746794,1,-0.505514,-33.4393,-0.637319,15.5613,0.293334,2.65211,0.109146,19.1397,-57.0695,141.214,117.512,-5.75847,28.0331,51.3987,0.029293,0.334849,-0.0137483,-2.3704,0.0458393,2.62848,-0.842666,-0.000849617,0.000604251,-0.00175614,-0.0039592,0.000154519,-0.00053695,-0.00109573,
0.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318748,0.999297,0.01923,0,0.996553,0.0332475,-0.075882,0,-0.0764695,0.0167453,-0.996931,0,0.4904,0.0080554,0.074682,1,-0.580892,-33.4393,-0.676992,15.4898,0.299742,2.6457,0.148513,-214.687,126.295,-78.4113,-49.8972,5.182,25.1012,41.1942,0.0292983,0.334847,-0.0137446,-2.37039,0.0458375,2.62848,-0.842671,0.00167006,-0.000943137,0.000349124,4.7377e-05,-5.91601e-05,-2.38653e-05,-0.00173878,
